"NO","PACKAGING TYPE","PO NO.","ITEM NO.","BRAND","BATERY TYPE","CELL GRADE","ITEM REMARK 1","REMARK","DESTINATION","ORDER QTY","CR DATE","CURRENCY","PRICE","SALES AMOUNT","CR MONTH","SALES MONTH","TERM","STANDARD PRICE","STOCK WAREHOUSE","STOCK IN TRANSIT","JAN QTY","JAN AMT","FEB QTY","FEB AMT","MAR QTY","MAR AMT","APR QTY","APR AMT","MAY QTY","MAY AMT","JUN QTY","JUN AMT","JUL QTY","JUL AMT","AUG QTY","AUG AMT","SEP QTY","SEP AMT","OCT QTY","OCT AMT","NOV AMT","NOV AMT","DES AMT","DES AMT"
"377","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/17-154","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","50000","12-FEB-18","US$","0.0888","4440","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/17-155","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","50000","12-FEB-18","US$","0.0888","4440","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/18-004","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","24000","14-MAR-18","US$","0.0888","2131.2","3","3","FOB","0","0","0","0","0","0","0","24,000","2,131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/18-005","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","86000","14-MAR-18","US$","0.0888","7636.8","3","3","FOB","0","0","0","0","0","0","0","86,000","7,637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/18-006","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","80000","14-MAR-18","US$","0.0888","7104","3","3","FOB","0","0","0","0","0","0","0","80,000","7,104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/18-007","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","16000","14-MAR-18","US$","0.0888","1420.8","3","3","FOB","0","0","0","0","0","0","0","16,000","1,421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","MULTI SHRINK LR03 AMAZON (4SX5)","'FI/18-008","88833","AMAZON BASICS JP LR03 (4SX5)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","10000","14-MAR-18","US$","0.0888","888","3","3","FOB","0","0","0","0","0","0","0","10,000","888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","MANUAL SHRINK LR03 (2S) FU","'18FI014","30333","MITSUBISHI GD LR03 2S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","30000","13-APR-18","US$","0.0995","2985","4","4","FOB","0","0","0","0","0","0","0","0","0","30,000","2,985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","MANUAL SHRINK LR03 (2S) FU INSP","'EI18-023","23548","MITSUBISHI G YEDS LR03 2S V3","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI THAI","0","14400","22-MAR-18","US$","0.0865","1245.6","3","3","FOB","0","0","0","0","0","0","0","14,400","1,246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","MANUAL SHRINK LR03 (2S) FU INSP","'EI18-060","23548","MITSUBISHI G YEDS LR03 2S V3","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI THAI","0","14400","17-MAY-18","US$","0.0865","1245.6","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","14,400","1,246","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","MANUAL SHRINK LR03 (4S) FU","'18FI004","28883","MITSUBISHI EM LR03 4S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI EM","0","4000","15-FEB-18","US$","0.0828","331.2","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","MANUAL SHRINK LR03 (4S) FU","'18FI010","28883","MITSUBISHI EM LR03 4S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI EM","0","5600","15-MAR-18","US$","0.0828","463.68","3","3","FOB","0","0","0","0","0","0","0","5,600","464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"389","MANUAL SHRINK LR03 (4S) FU","'18FI015","28883","MITSUBISHI EM LR03 4S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI EM","0","4000","13-APR-18","US$","0.0828","331.2","4","4","FOB","0","0","0","0","0","0","0","0","0","4,000","331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"390","MANUAL SHRINK LR03 (4S) FU","'18FI003","30453","MITSUBISHI GD LR03 4S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","48000","15-FEB-18","US$","0.0964","4627.2","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","MANUAL SHRINK LR03 (4S) FU","'18FI009","30453","MITSUBISHI GD LR03 4S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","48000","15-MAR-18","US$","0.0964","4627.2","3","3","FOB","0","0","0","0","0","0","0","48,000","4,627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","MANUAL SHRINK LR03 (4S) FU","'18FI014","30453","MITSUBISHI GD LR03 4S","LR03","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","60000","13-APR-18","US$","0.0964","5784","4","4","FOB","0","0","0","0","0","0","0","0","0","60,000","5,784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/17-167","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","07-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/17-168","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","55296","12-MAR-18","US$","0.1039","5745.2544","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-004","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","08-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","221,000","22,962","0","0","0","0","0","0","0","0","0","0"
"396","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-004","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","55296","14-MAR-18","US$","0.1039","5745.2544","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-005","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","41472","12-MAR-18","US$","0.1039","4308.9408","3","3","FOB","0","0","0","0","0","0","0","41,472","4,309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-005","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","55296","08-MAR-18","US$","0.1039","5745.2544","3","3","FOB","0","0","0","0","0","0","0","55,296","5,745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"399","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-005","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","09-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","13,824","1,436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-005","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","07-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","13,824","1,436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-006","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","09-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","13,824","1,436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-006","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","08-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"403","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-006","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","12-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-008","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","15-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-008","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","14-MAR-18","US$","0.1039","1436.3136","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-024","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","02-APR-18","US$","0.1039","1436.3136","4","4","FOB","0","13,824","0","0","0","0","0","13,824","1,436","0","0","0","0","0","0","24,576","2,553","0","0","0","0","0","0","0","0","0","0"
"407","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-009","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","26-MAR-18","US$","0.1039","1436.3136","3","4","FOB","0","0","13,824","0","0","0","0","13,824","1,436","0","0","0","0","0","0","96,000","9,974","0","0","0","0","0","0","0","0","0","0"
"408","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/18-025","88683","AMAZON BASICS JP LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON JPN","0","13824","02-APR-18","US$","0.1039","1436.3136","4","4","FOB","0","13,824","0","0","0","0","0","13,824","1,436","0","0","0","0","0","0","159,936","16,617","0","0","0","0","0","0","0","0","0","0"
"409","BLISTER LR6 (4B)","'0009163","23061","MAXELL SEVEN LR6 4B","LR6","C1","","FI DIRECT - MAXELL","0","76000","27-APR-18","US$","0.123","9348","4","4","","0","0","0","0","0","0","0","0","0","0","0","76,000","9,348","0","0","3,500,800","430,598","0","0","0","0","0","0","0","0","0","0"
"410","BLISTER LR6 (4B)","'128809","23061","MAXELL SEVEN LR6 4B","LR6","C1","","OVERSEAS - MAXELL USA","0","19200","30-MAR-18","US$","0.123","2361.6","3","4","","0","19,200","0","0","0","0","0","19,200","2,362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","BLISTER LR6 (4B)","'0009086","23061","MAXELL SEVEN LR6 4B","LR6","C1","","FI DIRECT - MAXELL","0","16000","29-MAR-18","US$","0.123","1968","3","4","","0","16,000","0","0","0","0","0","16,000","1,968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","MULTI SHRINK LR03 (4S)","'FI/18-021","12040","FJ HIGH POWER EU LR03 4S","LR03","G06NC","","OVERSEAS - FJ EUROPE","0","57600","22-MAR-18","US$","0.0775","4464","3","3","FOB","0","0","0","0","0","0","0","57,600","4,464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","MULTI SHRINK LR03 (2S)","'FI/18-022","63280","FJ PREMIUM USA LR03 2S","LR03","G07NC","","OVERSEAS - FJ ASIA","0","57600","14-MAR-18","US$","0.0846","4872.96","3","3","FOB","0","0","0","0","0","0","0","57,600","4,873","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","MULTI SHRINK LR03 (2S)","'FIAL18-017","63280","FJ PREMIUM USA LR03 2S","LR03","G07NC","","OVERSEAS - DIGIKEY","0","76800","23-APR-18","US$","0.0846","6497.28","4","4","FOB","0","0","0","0","0","0","0","0","0","76,800","6,497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","BLISTER LR03 (4B+2)","'0009163","23171","MAXELL SEVEN LR03 4B+2","LR03","C1","","FI DIRECT - MAXELL","0","129600","27-APR-18","US$","0.095","12312","4","4","FOB","0","0","0","0","0","0","0","0","0","90,000","8,550","39,600","3,762","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","BLISTER LR03 (4B+2)","'0009086","23171","MAXELL SEVEN LR03 4B+2","LR03","C1","","FI DIRECT - MAXELL","0","129600","29-MAR-18","US$","0.095","12312","3","4","FOB","0","129,600","0","0","0","0","0","129,600","12,312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","AUTO SHRINK LR6 (4S) FU","'18FI003","29943","MITSUBISHI GD LR6 4S","LR6","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","80000","15-FEB-18","US$","0.1143","9144","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86,400","9,876","0","0","0","0","0","0","0","0","0","0"
"418","AUTO SHRINK LR6 (4S) FU","'18FI009","29943","MITSUBISHI GD LR6 4S","LR6","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","88000","08-MAR-18","US$","0.1143","10058.4","3","3","FOB","0","0","0","0","0","0","0","88,000","10,058","0","0","0","0","0","0","707,984","80,923","0","0","0","0","0","0","0","0","0","0"
"419","AUTO SHRINK LR6 (4S) FU","'18FI014","29943","MITSUBISHI GD LR6 4S","LR6","C1","06. MITSUBISHI","FDK E - MITSUBISHI GD","0","80000","13-APR-18","US$","0.1143","9144","4","4","FOB","0","0","0","0","0","0","0","0","0","80,000","9,144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","AUTO SHRINK LR6 (4S) FU","'FI/18-021","87600","FJ UNIVERSAL POWER EU LR6 4S","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","473600","22-MAR-18","US$","0.1047","49585.92","3","3","FOB","0","0","0","0","0","0","0","473,600","49,586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"421","AUTO SHRINK LR6 (4S) FU","'FI/18-032","87600","FJ UNIVERSAL POWER EU LR6 4S","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","409600","17-MAY-18","US$","0.1047","42885.12","5","5","FOB","0","0","0","0","0","0","0","0","0","211,200","22,113","198,400","20,772","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"422","BLISTER LR6 (4B)","'EI18-019","11284","SONY BLUE LR6 4B WW V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","36864","08-FEB-18","US$","0.1081","3984.9984","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"423","BLISTER LR6 (4B)","'EI18-036","11284","SONY BLUE LR6 4B WW V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","55296","15-MAR-18","US$","0.1081","5977.4976","3","3","FOB","0","0","0","0","0","0","0","55,296","5,977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","BLISTER LR6 (4B)","'EI18-041","11284","SONY BLUE LR6 4B WW V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","55296","30-MAR-18","US$","0.1081","5977.4976","3","4","FOB","0","55,296","0","0","0","0","0","55,296","5,977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","BLISTER LR6 (2B)","'EI18-018","11454","SONY BLUE LR6 2B ULA V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","165888","08-FEB-18","US$","0.1102","18280.8576","2","2","FOB","0","-18,432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"426","BLISTER LR6 (2B)","'EI18-019","11454","SONY BLUE LR6 2B ULA V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","73728","08-FEB-18","US$","0.1102","8124.8256","2","4","FOB","0","18,432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","BLISTER LR6 (2B)","'EI18-036","11454","SONY BLUE LR6 2B ULA V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","73728","15-MAR-18","US$","0.1102","8124.8256","3","3","FOB","0","0","0","0","0","0","0","73,728","8,125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","BLISTER LR6 (2B)","'EI18-041","11454","SONY BLUE LR6 2B ULA V3","LR6","C1","05. SONY","FDK E - SONY SEND","0","55296","30-MAR-18","US$","0.1102","6093.6192","3","4","FOB","0","55,296","0","0","0","0","0","55,296","6,094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","MULTI SHRINK LR03 (2S)","'FITK/18-039","66233","FJ R-SPEC JEE (SONY) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - TOWADA","0","76800","03-MAY-18","US$","0.0887","6812.16","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","76,800","6,812","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"430","MULTI SHRINK LR03 (4S) + 2nd Shrink","'FI/18-019","49752","BOXED LR03 32M (4SX8)","LR03","G07NC","02. Global B to C","DOMESTIC BtoC","0","184320","14-MAR-18","US$","0.085","15667.2","3","3","FOB","0","0","0","0","0","0","0","184,320","15,667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","AUTO SHRINK LR6 (4S) + 2nd Shrink","'FI/18-019","49742","BOXED LR6 40M (4SX10)","LR6","G07NC","02. Global B to C","OVERSEAS - BOXED","0","311040","15-MAR-18","US$","0.1185","36858.24","3","3","FOB","0","0","0","0","0","0","0","311,040","36,858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","BLISTER LR6 (4B+2)","'0009163","23071","MAXELL SEVEN LR6 4B+2","LR6","C1","","FI DIRECT - MAXELL","0","97200","27-APR-18","US$","0.102","9914.4","4","4","FOB","0","0","0","0","0","0","0","0","0","97,200","9,914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","BLISTER LR6 (4B+2)","'0009086","23071","MAXELL SEVEN LR6 4B+2","LR6","C1","","FI DIRECT - MAXELL","0","97200","29-MAR-18","US$","0.102","9914.4","3","4","FOB","0","97,200","0","0","0","0","0","97,200","9,914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","BLISTER LR03 (4B+2)","'0009163","57301","MAXELL DX LR03 4B+2","LR03","G06","","FI DIRECT - MAXELL","0","45072","27-APR-18","US$","0.105","4732.56","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","45,072","4,733","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435","BLISTER LR03 (4B+2)","'0009086","57301","MAXELL DX LR03 4B+2","LR03","G06","","FI DIRECT - MAXELL","0","45072","29-MAR-18","US$","0.105","4732.56","3","4","FOB","0","45,072","0","0","0","0","0","45,072","4,733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","MANUAL SHRINK LR03 (2S) INSP","'EI18-031","77610","SONY PLUS CHN LR03 2S WW V5","LR03","C1","","FDK E - SONY SEND","0","24000","23-MAR-18","US$","0.0806","1934.4","3","3","FOB","0","0","0","0","0","0","0","24,000","1,934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","MANUAL SHRINK LR03 (2S) INSP","'EI18-050","77610","SONY PLUS CHN LR03 2S WW V5","LR03","C1","","FDK E - SONY SEND","0","24000","23-APR-18","US$","0.0806","1934.4","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","24,000","1,934","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","MULTI SHRINK LR03 (2S)","'FI/18-021","89700","FJ UNIVERSAL POWER EU LR03 2S","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","460800","22-MAR-18","US$","0.0762","35112.96","3","3","FOB","0","0","0","0","0","0","0","57,600","4,389","403,200","30,724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","MULTI SHRINK LR03 (2S)","'FI/18-032","89700","FJ UNIVERSAL POWER EU LR03 2S","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","288000","17-MAY-18","US$","0.0762","21945.6","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","177,600","13,533","110,400","8,412","0","0","0","0","0","0","0","0","0","0","0","0"
"440","MULTI SHRINK LR03 (2S)","'FI/18-023","89700","FJ UNIVERSAL POWER EU LR03 2S","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","300000","12-APR-18","US$","0.0762","22860","4","4","FOB","0","0","0","0","0","0","0","0","0","300,000","22,860","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","MULTI SHRINK LR03 (4S)","'FI/18-021","89940","FJ UNIVERSAL POWER EU LR03 4S","LR03","C1","","OVERSEAS - FJ EUROPE","0","201600","22-MAR-18","US$","0.0762","15361.92","3","4","FOB","0","86,400","0","0","0","0","0","201,600","15,362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","MULTI SHRINK LR03 (4S)","'FI/18-032","89940","FJ UNIVERSAL POWER EU LR03 4S","LR03","C1","","OVERSEAS - FJ EUROPE","0","115200","17-MAY-18","US$","0.0762","8778.24","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","115,200","8,778","0","0","0","0","0","0","0","0","0","0","0","0"
"443","MULTI SHRINK LR03 (4S)","'EI18-003","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","16000","01-FEB-18","US$","0.0869","1390.4","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444","MULTI SHRINK LR03 (4S)","'EI18-007","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","16000","08-FEB-18","US$","0.0869","1390.4","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","MULTI SHRINK LR03 (4S)","'EI18-022","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","24000","14-FEB-18","US$","0.0869","2085.6","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446","MULTI SHRINK LR03 (4S)","'EI18-024","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","32000","21-FEB-18","US$","0.0869","2780.8","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","MULTI SHRINK LR03 (4S)","'EI18-025","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","24000","01-MAR-18","US$","0.0869","2085.6","3","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","MULTI SHRINK LR03 (4S)","'EI18-039","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","24000","08-MAR-18","US$","0.0869","2085.6","3","3","FOB","0","0","0","0","0","0","0","24,000","2,086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449","MULTI SHRINK LR03 (4S)","'EI18-042","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","56000","15-MAR-18","US$","0.0869","4866.4","3","3","FOB","0","0","0","0","0","0","0","56,000","4,866","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450","MULTI SHRINK LR03 (4S)","'EI18-043","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","32000","22-MAR-18","US$","0.0869","2780.8","3","3","FOB","0","0","0","0","0","0","0","32,000","2,781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451","MULTI SHRINK LR03 (4S)","'EI18-047","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","24000","29-MAR-18","US$","0.0869","2085.6","3","4","FOB","0","0","24,000","0","0","0","0","24,000","2,086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","MULTI SHRINK LR03 (4S)","'EI18-048","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","48000","05-APR-18","US$","0.0869","4171.2","4","4","FOB","0","0","0","0","0","0","0","0","0","48,000","4,171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"453","MULTI SHRINK LR03 (4S)","'EI18-058","66663","SONY KAUNET LR03 4S","LR03","C1","05. SONY","FDK E - SONY KAUNET","0","64000","12-APR-18","US$","0.0869","5561.6","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","64,000","5,562","0","0","0","0","0","0","0","0","0","0","0","0"
"454","AUTO SHRINK LR6 (2S)","'FI/18-002","87592","FJ UNIVERSAL POWER LR6 2S KC","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","300000","08-FEB-18","US$","0.1049","31470","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
