"NO","PACKAGING TYPE","PO NO.","ITEM NO.","BRAND","BATERY TYPE","CELL GRADE","ITEM REMARK 1","REMARK","DESTINATION","ORDER QTY","CR DATE","CURRENCY","PRICE","SALES AMOUNT","CR MONTH","SALES MONTH","TERM","STANDARD PRICE","STOCK WAREHOUSE","STOCK IN TRANSIT","JAN QTY","JAN AMT","FEB QTY","FEB AMT","MAR QTY","MAR AMT","APR QTY","APR AMT","MAY QTY","MAY AMT","JUN QTY","JUN AMT","JUL QTY","JUL AMT","AUG QTY","AUG AMT","SEP QTY","SEP AMT","OCT QTY","OCT AMT","NOV AMT","NOV AMT","DES AMT","DES AMT"
"178","MULTI SHRINK LR03 (2S)","'FI/18-033","12030","FJ HIGH POWER EU LR03 2S","LR03","G06NC","","OVERSEAS - FJ EUROPE","0","288000","30-APR-18","US$","0.0775","22320","4","5","FOB","0","0","0","0","0","0","0","0","0","0","0","288,000","22,320","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","AUTO SHRINK LR6 AMAZON (4Sx12)","'FI/17-170","88682","AMAZON BASICS EU LR6 (4SX12)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON USA","0","2426112","10-FEB-18","US$","0.1039","252073.0368","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","MULTI SHRINK LR03 (2S)","'FIOS/17-022","12320","FJ LONGLIFE (DAIKIN) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - DAIKIN","0","307200","15-FEB-18","US$","0.0847","26019.84","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","MULTI SHRINK LR03 (2S)","'FIOS/17-024","12320","FJ LONGLIFE (DAIKIN) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - DAIKIN","0","307200","14-MAR-18","US$","0.0847","26019.84","3","3","FOB","0","0","0","0","0","0","0","307,200","26,020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","MULTI SHRINK LR03 (2S)","'FIOS18-003","12320","FJ LONGLIFE (DAIKIN) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - DAIKIN","0","76800","27-JUN-18","US$","0.0847","6504.96","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","MULTI SHRINK LR03 (2S)","'FIOS18-004","12320","FJ LONGLIFE (DAIKIN) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - DAIKIN","0","230400","12-JUL-18","US$","0.0847","19514.88","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","MULTI SHRINK LR03 (2S)","'FIOS/18-002","12320","FJ LONGLIFE (DAIKIN) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - DAIKIN","0","153600","30-MAY-18","US$","0.0847","13009.92","5","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","153,600","13,010","0","0","0","0","0","0","0","0","0","0","0","0"
"185","MULTI SHRINK LR03 (2S)","'FIOS/18-001","12320","FJ LONGLIFE (DAIKIN) LR03 2S","LR03","C1","03. Domestic B to B","DOMESTIC OEM - DAIKIN","0","153600","03-MAY-18","US$","0.0847","13009.92","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","153,600","13,010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","BLISTER LR6 (2B)","'0008739","57251","MAXELL DX LR6 2B","LR6","G06","12. MAXELL HK","FI DIRECT - MAXELL","0","60000","02-FEB-18","US$","0.123","7380","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","BLISTER LR6 (2B)","'0008936","57251","MAXELL DX LR6 2B","LR6","G06","12. MAXELL HK","FI DIRECT - MAXELL","0","16000","26-FEB-18","US$","0.123","1968","2","2","FOB","0","0","0","0","0","0","0","6,400","787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","BLISTER LR03 (2B)","'0008739","57281","MAXELL DX LR03 2B","LR03","G06","12. MAXELL HK","FI DIRECT - MAXELL","0","20000","02-FEB-18","US$","0.11","2200","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","BLISTER LR03 (2B)","'0009086","57281","MAXELL DX LR03 2B","LR03","G06","12. MAXELL HK","FI DIRECT - MAXELL","0","12000","29-MAR-18","US$","0.11","1320","3","4","FOB","0","0","0","0","0","0","0","0","0","12,000","1,320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","BLISTER LR03 (2B)","'0009163","57281","MAXELL DX LR03 2B","LR03","G06","12. MAXELL HK","FI DIRECT - MAXELL","0","12000","27-APR-18","US$","0.11","1320","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","12,000","1,320","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","MULTI SHRINK LR03 AMAZON (4Sx9)","'FI/17-158","88892","AMAZON BASICS EU LR03 (4SX9)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON EU","0","539136","31-JAN-18","US$","0.0801","43184.7936","1","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","MANUAL SHRINK LR03 (2S)","'0008796","23191","MAXELL JE LR03 2S","LR03","C1","12. MAXELL HK","FI DIRECT - MAXELL","0","6000","01-FEB-18","US$","0.089","534","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","MANUAL SHRINK LR03 (2S)","'0009086","23191","MAXELL JE LR03 2S","LR03","C1","12. MAXELL HK","FI DIRECT - MAXELL","0","12000","29-MAR-18","US$","0.089","1068","3","4","FOB","0","12,000","0","0","0","0","0","12,000","1,068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","MANUAL SHRINK LR03 (2S)","'0009163","23191","MAXELL JE LR03 2S","LR03","C1","12. MAXELL HK","FI DIRECT - MAXELL","0","28800","27-APR-18","US$","0.089","2563.2","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","28,800","2,563","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","MANUAL SHRINK LR6 (8S)","'FI/18-021","87690","FJ UNIVERSAL POWER EU LR6 8S","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","184320","22-MAR-18","US$","0.1147","21141.504","3","4","FOB","0","184,320","0","0","0","0","0","184,320","21,142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","MANUAL SHRINK LR6 (8S)","'FI/18-032","87690","FJ UNIVERSAL POWER EU LR6 8S","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","30720","17-MAY-18","US$","0.1147","3523.584","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","30,720","3,524","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","BLISTER LR6 (2B) FU","'FI/18-002","86240","FJ UNIVERSAL POWER EU LR6 2B","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","11520","08-FEB-18","US$","0.112","1290.24","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","BLISTER LR6 (2B) FU","'FI/18-020","86240","FJ UNIVERSAL POWER EU LR6 2B","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","57600","28-FEB-18","US$","0.112","6451.2","2","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","BLISTER LR6 (2B) FU","'YOSHIDA A18-03-02","86240","FJ UNIVERSAL POWER EU LR6 2B","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","6400","20-APR-18","US$","0.112","716.8","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","6,400","717","0","0","148,800","16,666","0","0","0","0","0","0","0","0","0","0"
"200","BLISTER LR03 (4B) FU","'EI18-035","10880","SONY PT D LR03 4B WW","LR03","G07","05. SONY","FDK E - SONY SEND","0","36864","19-MAR-18","US$","0.1027","3785.9328","3","3","FOB","0","0","0","0","0","0","0","36,864","3,786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","BLISTER LR03 (4B) FU","'SEND JUL O/F","10880","SONY PT D LR03 4B WW","LR03","G07","05. SONY","FDK E - SONY SEND","0","24576","20-JUL-18","US$","0.1027","2523.9552","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","24,576","2,524","0","0","0","0","0","0","0","0","0","0","0","0"
"202","BLISTER LR03 (4B) FU","'SEND MAY O/F","10880","SONY PT D LR03 4B WW","LR03","G07","05. SONY","FDK E - SONY SEND","0","61440","23-MAY-18","US$","0.1027","6309.888","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","61,440","6,310","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","BLISTER LR03 (4B) FU","'SEND JUNE  O/F","10880","SONY PT D LR03 4B WW","LR03","G07","05. SONY","FDK E - SONY SEND","0","24576","02-JUN-18","US$","0.1027","2523.9552","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","24,576","2,524","0","0","0","0","0","0","0","0","0","0","0","0"
"204","BLISTER LR03 (8B)","'FI/17-166","77196","SEALINK LR03 8B","LR03","G06NC","02. Global B to C","OVERSEAS - SEALINK","0","9600","19-MAR-18","US$","0.1147","1101.12","3","3","FOB","0","0","0","0","0","0","0","9,600","1,101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","BLISTER LR03 (8B)","'FI/18-031","77196","SEALINK LR03 8B","LR03","G06NC","02. Global B to C","OVERSEAS - SEALINK","0","9600","21-MAY-18","US$","0.1147","1101.12","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","9,600","1,101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","BLISTER LR03 (8B)","'FI/18-043","77196","SEALINK LR03 8B","LR03","G06NC","02. Global B to C","OVERSEAS - SEALINK","0","9600","25-JUN-18","US$","0.1147","1101.12","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","9,600","1,101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","BLISTER LR03 (8B)","'FI/18-016","77196","SEALINK LR03 8B","LR03","G06NC","02. Global B to C","OVERSEAS - SEALINK","0","28800","16-APR-18","US$","0.1147","3303.36","4","4","FOB","0","0","0","0","0","0","0","0","0","28,800","3,303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","MANUAL SHRINK LR6 (10S)","'18FWK05","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","153600","01-FEB-18","US$","0.136","20889.6","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","MANUAL SHRINK LR6 (10S)","'18FWK06","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","153600","08-FEB-18","US$","0.136","20889.6","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","MANUAL SHRINK LR6 (10S)","'18FWK07","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","76800","21-FEB-18","US$","0.136","10444.8","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","MANUAL SHRINK LR6 (10S)","'18FWK08","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","115200","28-FEB-18","US$","0.136","15667.2","2","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","MANUAL SHRINK LR6 (10S)","'18FWK09","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","76800","01-MAR-18","US$","0.136","10444.8","3","3","FOB","0","0","0","0","0","0","0","76,800","10,445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","MANUAL SHRINK LR6 (10S)","'18FWK10","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","115200","08-MAR-18","US$","0.136","15667.2","3","3","FOB","0","0","0","0","0","0","0","115,200","15,667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","MANUAL SHRINK LR6 (10S)","'18FWK11","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","76800","15-MAR-18","US$","0.136","10444.8","3","3","FOB","0","0","0","0","0","0","0","76,800","10,445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","MANUAL SHRINK LR6 (10S)","'18FWK12","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","22-MAR-18","US$","0.136","5222.4","3","3","FOB","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","MANUAL SHRINK LR6 (10S)","'WK15","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","11-APR-18","US$","0.136","5222.4","4","4","FOB","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","MANUAL SHRINK LR6 (10S)","'WK16","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","18-APR-18","US$","0.136","5222.4","4","4","FOB","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","MANUAL SHRINK LR6 (10S)","'WK17","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","25-APR-18","US$","0.136","5222.4","4","4","FOB","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","MANUAL SHRINK LR6 (10S)","'WK18","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","02-MAY-18","US$","0.136","5222.4","5","5","FOB","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","MANUAL SHRINK LR6 (10S)","'WK19","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","09-MAY-18","US$","0.136","5222.4","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","MANUAL SHRINK LR6 (10S)","'WK20","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","16-MAY-18","US$","0.136","5222.4","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","MANUAL SHRINK LR6 (10S)","'WK21","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","23-MAY-18","US$","0.136","5222.4","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","MANUAL SHRINK LR6 (10S)","'WK22","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","30-MAY-18","US$","0.136","5222.4","5","6","FOB","0","0","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","MANUAL SHRINK LR6 (10S)","'18FWK14","40470","FUJITSU H LR6 10S","LR6","C1","","Domestic B to C","0","38400","04-APR-18","US$","0.136","5222.4","4","4","FOB","0","0","0","0","0","0","0","0","0","38,400","5,222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","MANUAL SHRINK LR03 (2S)","'FIOS/17-026","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - TOTO","0","1200","23-FEB-18","US$","0.0879","105.48","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","MANUAL SHRINK LR03 (2S)","'FITK/17-187","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","30000","22-FEB-18","US$","0.0879","2637","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","MANUAL SHRINK LR03 (2S)","'FITK/18-011RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","07-FEB-18","US$","0.0879","105.48","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","MANUAL SHRINK LR03 (2S)","'FITK/18-011RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","07-FEB-18","US$","0.0879","105.48","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","MANUAL SHRINK LR03 (2S)","'FITK/18-018RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","22-FEB-18","US$","0.0879","105.48","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","MANUAL SHRINK LR03 (2S)","'FITK/18-018RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","22-FEB-18","US$","0.0879","105.48","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","MANUAL SHRINK LR03 (2S)","'FITK/18-048RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","03-MAY-18","US$","0.0879","105.48","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","MANUAL SHRINK LR03 (2S)","'FITK/18-048RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","03-MAY-18","US$","0.0879","105.48","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","MANUAL SHRINK LR03 (2S)","'FITK/18-046","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - KAGA","0","30000","06-APR-18","US$","0.0879","2637","4","4","FOB","0","0","0","0","0","0","0","0","0","30,000","2,637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","MANUAL SHRINK LR03 (2S)","'FITK/18-048RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","03-MAY-18","US$","0.0879","105.48","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","MANUAL SHRINK LR03 (2S)","'FITK/18-049RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","2400","30-MAY-18","US$","0.0879","210.96","5","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","2,400","211","0","0","0","0","0","0","0","0","0","0","0","0"
"236","MANUAL SHRINK LR03 (2S)","'FITK/18-022RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","22-MAR-18","US$","0.0879","105.48","3","4","FOB","0","1,200","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","MANUAL SHRINK LR03 (2S)","'FITK/18-022RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","22-MAR-18","US$","0.0879","105.48","3","4","FOB","0","1,200","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","MANUAL SHRINK LR03 (2S)","'FITK/18-050RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","2400","30-MAY-18","US$","0.0879","210.96","5","6","FOB","0","0","0","0","0","0","0","0","0","0","0","2,400","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","MANUAL SHRINK LR03 (2S)","'FITK/18-022RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","22-MAR-18","US$","0.0879","105.48","3","4","FOB","0","1,200","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","MANUAL SHRINK LR03 (2S)","'FITK/18-022RCH","66230","FUJITSU R-SPEC JEE LR03 (2S)","LR03","C1","03. Domestic B to B","DOMESTIC OEM - RICHO","0","1200","22-MAR-18","US$","0.0879","105.48","3","4","FOB","0","1,200","0","0","0","0","0","1,200","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","AUTO SHRINK LR6 AMAZON (4Sx5)","'5SJSYCJM","88805","AMAZON BSC INDIA LR6 (4SX5)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON INDIA","0","18720","04-MAY-18","US$","0.1051","1967.472","5","5","FOB","0","0","0","0","0","0","0","0","0","18,720","1,967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","AUTO SHRINK LR6 AMAZON (4Sx5)","'7MTQ76DT","88805","AMAZON BSC INDIA LR6 (4SX5)","LR6","G07NC","10. AMAZON","OVERSEAS - AMAZON INDIA","0","18720","04-MAY-18","US$","0.1051","1967.472","5","5","FOB","0","0","0","0","0","0","0","0","0","18,720","1,967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","MULTI SHRINK LR03 AMAZON (4Sx9)","'19FU5I5Y","88125","AMAZON BASICS US LR03 (4SX2)","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON USA","0","38400","30-APR-18","US$","0.0977","3751.68","4","5","FOB","0","0","0","0","0","0","0","0","0","0","0","38,400","3,752","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","MULTI SHRINK LR03 AMAZON (4SX5)","'5SJSYCJM","88835","AMAZON BASICS INDIA LR03 (4SX5","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON INDIA","0","45000","11-MAY-18","US$","0.0888","3996","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","45,000","3,996","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","MULTI SHRINK LR03 AMAZON (4SX5)","'7MTQ76DT","88835","AMAZON BASICS INDIA LR03 (4SX5","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON INDIA","0","45000","11-MAY-18","US$","0.0888","3996","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","45,000","3,996","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","MULTI SHRINK LR03 AMAZON (4SX5)","'7UJJQE9E","88835","AMAZON BASICS INDIA LR03 (4SX5","LR03","G07NC","10. AMAZON","OVERSEAS - AMAZON INDIA","0","45000","11-MAY-18","US$","0.0888","3996","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","45,000","3,996","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","MULTI SHRINK LR03 AMAZON (4Sx25)","'FI/18-006","62903","AMAZON BASICS JP LR03 (4SX25)","LR03","G07NC","","OVERSEAS - AMAZON USA","0","48000","12-MAR-18","US$","0.088","4224","3","3","FOB","0","0","0","0","0","0","0","48,000","4,224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","MULTI SHRINK LR03 AMAZON (4Sx25)","'FI/18-037","62903","AMAZON BASICS JP LR03 (4SX25)","LR03","G07NC","","OVERSEAS - AMAZON USA","0","48000","09-MAY-18","US$","0.088","4224","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","48,000","4,224","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","MULTI SHRINK LR03 AMAZON (4Sx25)","'FI/18-038","62903","AMAZON BASICS JP LR03 (4SX25)","LR03","G07NC","","OVERSEAS - AMAZON USA","0","48000","09-MAY-18","US$","0.088","4224","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","48,000","4,224","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","MULTI SHRINK LR03 AMAZON (4Sx25)","'FI/18-036","62903","AMAZON BASICS JP LR03 (4SX25)","LR03","G07NC","","OVERSEAS - AMAZON USA","0","48000","09-MAY-18","US$","0.088","4224","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","48,000","4,224","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","MULTI SHRINK LR03 AMAZON (4Sx25)","'FI/18-035","62903","AMAZON BASICS JP LR03 (4SX25)","LR03","G07NC","","OVERSEAS - AMAZON USA","0","48000","09-MAY-18","US$","0.088","4224","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","48,000","4,224","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","BULK LR03","'FIENR17-035","15791","EVEREADY SILVER US LR03 BULK","LR03","C1","11. ENERGIZER","FDKE - ENR SILVER US","0","380480","31-JAN-18","US$","0.073","27775.04","1","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","BULK LR03","'FIENR18-007","15791","EVEREADY SILVER US LR03 BULK","LR03","C1","11. ENERGIZER","FDKE - ENR SILVER US","0","380480","19-FEB-18","US$","0.073","27775.04","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","BULK LR03","'FIENR18-008","15791","EVEREADY SILVER US LR03 BULK","LR03","C1","11. ENERGIZER","FDKE - ENR SILVER US","0","380480","07-MAR-18","US$","0.073","27775.04","3","3","FOB","0","0","0","0","0","0","0","304,384","22,220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","BULK LR03","'FIENR18-021","15791","EVEREADY SILVER US LR03 BULK","LR03","C1","11. ENERGIZER","FDKE - ENR SILVER US","0","380480","19-MAR-18","US$","0.073","27775.04","3","3","FOB","0","0","0","0","0","0","0","380,480","27,775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","BULK LR03","'INQ ENR","15791","EVEREADY SILVER US LR03 BULK","LR03","C1","11. ENERGIZER","FDKE - ENR SILVER US","0","520800","04-JUN-18","US$","0.073","38018.4","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","520,800","38,018","0","0","0","0","0","0","0","0","0","0","0","0"
"257","BULK LR03","'SILVER Nov O/F","15791","EVEREADY SILVER US LR03 BULK","LR03","C1","11. ENERGIZER","FDKE - ENR SILVER US","0","403200","20-NOV-18","US$","0.073","29433.6","11","11","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
